rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
107,tahamukhtar20,0.002210408054091358,0.0,0.0784313725490196,4,0,0.024413574986342425,2,0.45997499999999997,4
109,oasidorshin,0.0011398153309569326,0.0011583829330783781,0.0784313725490196,4,1,0.02433285277701217,4,0.5278285714285714,7
110,sebhoerl,0.0018773563607508523,0.0,0.0784313725490196,4,0,0.024280354309006224,4,-0.085275,4
111,JCoder01,0.0018442087122216657,0.0,0.0784313725490196,4,0,0.02426709524959455,3,0.09722000000000001,5
113,opennog,0.001792332990983311,0.0,0.0784313725490196,4,0,0.024246344961099207,3,0.3187333333333333,3
116,alexshtf,0.0014540660862646959,0.00023364932991521982,0.0784313725490196,4,2,0.024181132998186326,3,0.7811444444444445,9
118,tmcclintock,0.0015446353277017032,0.0,0.0784313725490196,4,0,0.024147265895786564,4,0.8440166666666666,6
119,fpt-ian,0.001453930807065991,0.0,0.0784313725490196,4,0,0.02411098408753228,3,-0.1678333333333333,3
120,darshanp4,0.001453671151806372,0.0,0.0784313725490196,4,0,0.02411088022542843,4,0.5178200000000001,5
124,kjelljorner,0.0013854869293627213,0.0,0.0784313725490196,4,0,0.02408360653645097,3,-0.12811666666666666,6
125,gjain-7,0.0013697124391100631,1.791944323723985e-05,0.0784313725490196,4,1,0.024082672573321078,4,0.14972000000000002,5
126,david-cortes,0.0013568424108594294,0.0,0.0784313725490196,4,0,0.024072148729049656,4,0.20880666666666667,15
127,buhrmann,0.0013544218398737354,0.0,0.0784313725490196,4,0,0.024071180500655376,4,-0.2640666666666666,3
128,atharva-kelkar,0.001335756622497053,0.0,0.0784313725490196,4,0,0.024063714413704702,4,0.7062333333333334,6
130,TamaraAtanasoska,0.0010238442025568627,0.00027222126831501816,0.0784313725490196,4,1,0.024020615826223134,4,0.46825,6
131,codeMaestro78,0.0012230092398781713,0.0,0.0784313725490196,4,0,0.02401861546065715,4,0.7909857142857143,7
132,tataganesh,0.0012148193026821684,0.0,0.0784313725490196,4,0,0.02401533948577875,3,0.19548000000000001,5
134,jinlow,0.0011839739542130248,0.0,0.0784313725490196,4,0,0.024003001346391092,3,-0.061549999999999994,4
135,DimitriPapadopoulos,0.0011693380322021513,1.5420152469940605e-05,0.0784313725490196,4,1,0.024001773023327726,4,0.15573333333333333,9
136,jschubnell,0.0011715631435959266,0.0,0.0784313725490196,4,0,0.02399803702214425,3,0.3176666666666667,3
137,blitchj,0.0011636213856812733,0.0,0.0784313725490196,4,0,0.023994860318978392,4,0.524823076923077,13
138,atheendre130505,0.0011468784582479867,0.0,0.0784313725490196,4,0,0.023988163148005077,4,0.7282333333333333,3
139,ale-dg,0.0011462970423207217,0.0,0.0784313725490196,4,0,0.02398793058163417,4,0.7083,6
141,FlorinAndrei,0.0009584191279687114,0.000243852633947973,0.0784313725490196,4,1,0.02398593520607776,4,-0.1519,4
142,s-banach,0.0011367453398436814,0.0,0.0784313725490196,4,0,0.023984109900643355,4,0.2973555555555556,9
144,wangt1anyu,0.0011231937804783484,0.0,0.0784313725490196,4,0,0.02397868927689722,4,0.4115857142857143,7
145,AhmedThahir,0.0010980507180679815,2.7751558802935916e-05,0.0784313725490196,4,1,0.023976957519573957,4,0.31421875,16
146,MuhammadNizamani,0.0011012950000783529,0.0,0.0784313725490196,4,0,0.023969929764737222,4,0.4080333333333333,3
147,fedorkobak,0.0010830796655547242,0.0,0.0784313725490196,4,0,0.02396264363092777,4,0.2692,5
148,timvink,0.0010746401088962802,0.0,0.0784313725490196,4,0,0.023959267808264396,4,0.5412399999999999,5
149,awni,0.0010691400579583173,0.0,0.0784313725490196,4,0,0.023957067787889207,4,0.4209,3
151,bryant1410,0.001053284758562952,0.0,0.0784313725490196,4,0,0.023950725668131063,4,0.17216666666666666,12
152,sandeepgupta12,0.001045839023912622,0.0,0.0784313725490196,4,0,0.023947747374270932,4,0.8703799999999999,5
154,qbarthelemy,0.0010279146238093017,0.0,0.0784313725490196,4,0,0.023940577614229602,4,0.11767499999999999,4
157,steppi,0.0010238988639208173,0.0,0.0784313725490196,4,0,0.02393897131027421,4,0.9237666666666667,6
158,gilramot,0.0010185496855388261,0.0,0.0784313725490196,4,0,0.02393683163892141,4,0.7734666666666667,3
159,maxnoe,0.0009386409555708819,8.884675529272989e-05,0.0784313725490196,4,1,0.023931522173522055,5,0.07755999999999999,5
160,ncooder,0.0010005447171497202,0.0,0.0784313725490196,4,0,0.02392962965156577,4,0.04444999999999998,4
161,clementinodemendonca,0.0009986401528020985,0.0,0.0784313725490196,4,0,0.023928867825826722,4,0.19186666666666663,3
162,acampove,0.0009840923178328206,0.0,0.0784313725490196,4,0,0.023923048691839012,4,0.8068285714285715,7
168,glevv,0.0010877439101746114,0.0016829351180986146,0.058823529411764705,3,31,0.018587036923028842,8,0.16726101694915252,59
171,nicklamiller,0.00208098356712705,0.0,0.058823529411764705,3,0,0.01847945225038023,3,0.70835,4
172,eddiebergman,0.0011664362516059688,0.0010676357736739096,0.058823529411764705,3,2,0.018433924056273972,3,0.4519625,8
173,LiorxCohen,0.0019072717897485095,0.0,0.058823529411764705,3,0,0.018409967539428817,3,0.44016666666666665,3
176,worthy7,0.0017704943964809406,0.0,0.058823529411764705,3,0,0.01835525658212179,2,0.45614999999999994,4
179,Korne127,0.0016308763427842932,0.0,0.058823529411764705,3,0,0.01829940936064313,2,0.37336,5
180,gianlucadetommaso,0.0015833044380528152,0.0,0.058823529411764705,3,0,0.018280380598750538,2,0.10179999999999999,3
181,dherrera1911,0.0015354122342706765,0.0,0.058823529411764705,3,0,0.018261223717237682,2,0.41551,10
182,folmos-at-orange,0.0015142283454794327,0.0,0.058823529411764705,3,0,0.018252750161721183,2,0.1747,4
183,un1u3,0.0014297686783302798,7.568606946255252e-05,0.058823529411764705,3,1,0.01824167211570029,2,0.04750000000000001,7
184,Gabriel-Kissin,0.0014376166689427175,0.0,0.058823529411764705,3,1,0.018222105491106498,3,0.2975076923076923,13
186,mmbannert,0.0014075547759679957,0.0,0.058823529411764705,3,0,0.01821008073391661,2,0.31570000000000004,3
187,lciti,0.0013813181303256635,0.0,0.058823529411764705,3,0,0.018199586075659677,3,0.03871428571428572,7
188,cacti77,0.0013693659231485574,0.0,0.058823529411764705,3,0,0.018194805192788835,2,0.44024444444444444,9
191,hubernikus,0.001343799359243661,0.0,0.058823529411764705,3,0,0.018184578567226876,2,0.25703333333333334,3
196,woodly0,0.0013204095014364406,0.0,0.058823529411764705,3,0,0.01817522262410399,3,-0.46,3
198,martinalex000,0.001300305629637426,0.0,0.058823529411764705,3,0,0.01816718107538438,2,0.419825,4
199,facusapienza21,0.0012834434768921425,0.0,0.058823529411764705,3,0,0.018160436214286268,2,0.8902,3
206,ThibaultDECO,0.001226948138364828,0.0,0.058823529411764705,3,0,0.018137838078875344,2,0.15138000000000001,5
211,castillouparela,0.0011911947748147452,0.0,0.058823529411764705,3,0,0.01812353673345531,3,0.7541,5
213,akaashp2000,0.0011656153676733003,0.0,0.058823529411764705,3,0,0.01811330497059873,3,0.2781,6
214,giladpn,0.0011650164633357038,0.0,0.058823529411764705,3,0,0.018113065408863694,3,-0.06199999999999997,4
216,vitorpohlenz,0.0011229286762907658,3.055736636245111e-05,0.058823529411764705,3,4,0.018105397503954453,6,0.2173304347826087,23
220,MarieSacksick,0.0011434812765066821,0.0,0.058823529411764705,3,0,0.018104451334132084,3,0.02146666666666665,3
221,vnmabus,0.0011420393530550872,0.0,0.058823529411764705,3,0,0.018103874564751446,3,-0.05512500000000001,4
223,AlexandreAbraham,0.0011324821128257587,0.0,0.058823529411764705,3,0,0.018100051668659713,3,0.6416833333333333,6
226,jakirkham,0.0011006203421379138,0.0,0.058823529411764705,3,0,0.01808730696038458,3,0.4481,3
228,jph00,0.0010875799271828166,0.0,0.058823529411764705,3,0,0.01808209079440254,3,-0.29456666666666664,3
229,giovannicozzolongo,0.001080941106192981,0.0,0.058823529411764705,3,0,0.018079435266006603,3,0.26303333333333334,3
230,NTSER,0.0009842972074305476,0.00012879364044618278,0.058823529411764705,3,2,0.018079415798635486,3,-0.199425,4
231,stepan-srsen,0.0010761687491882654,0.0,0.058823529411764705,3,0,0.018077526323204716,3,0.6348444444444444,9
232,RUrlus,0.0010702540951090262,0.0,0.058823529411764705,3,1,0.018075160461573023,3,-0.23096250000000002,8
234,MaxGhenis,0.0010596414105500755,0.0,0.058823529411764705,3,0,0.01807091538774944,3,0.50596,5
236,tillahoffmann,0.0010559878144851171,0.0,0.058823529411764705,3,0,0.01806945394932346,3,0.34026666666666666,3
238,janezd,0.0010500468371587841,0.0,0.058823529411764705,3,0,0.018067077558392926,3,0.08398,5
239,ayaanhossain,0.001036613490272766,0.0,0.058823529411764705,3,0,0.018061704219638517,3,0.6643571428571429,7
241,n-bes,0.0010235174750811281,0.0,0.058823529411764705,3,0,0.018056465813561864,3,-0.05456666666666666,3
243,sciencecw,0.001020524741114256,0.0,0.058823529411764705,3,0,0.018055268719975114,3,0.9284666666666667,3
245,ParsifalXu,0.0010149653589278866,0.0,0.058823529411764705,3,0,0.018053044967100567,3,0.4139333333333333,6
246,JosephBARBIERDARNAL,0.001008914674795708,0.0,0.058823529411764705,3,0,0.018050624693447696,3,-0.425925,4
248,fuglede,0.0010039064681039184,0.0,0.058823529411764705,3,0,0.01804862141077098,3,0.9455666666666667,3
251,Pablitosalinero,0.001002765863871568,0.0,0.058823529411764705,3,0,0.018048165169078038,3,0.9088799999999999,5
256,stephenpardy,0.0009943201297650359,0.0,0.058823529411764705,3,0,0.018044786875435426,3,0.6251,4
257,hakunamatata1997,0.0009881755881818279,0.0,0.058823529411764705,3,0,0.018042329058802143,2,0.33736666666666665,3
261,thesahibnanda,0.000977516573846566,0.0,0.058823529411764705,3,0,0.018038065453068037,3,0.8666,3
262,baggiponte,0.0009774111765638365,0.0,0.058823529411764705,3,0,0.018038023294154947,3,0.6021666666666666,3
263,nickubels,0.0009764953276748497,0.0,0.058823529411764705,3,0,0.01803765695459935,3,-0.21236666666666668,3
264,DarkDk123,0.0009750510003574001,0.0,0.058823529411764705,3,0,0.01803707922367237,3,0.27826666666666666,3
267,kleingeo,0.0009663796774269024,0.0,0.058823529411764705,3,0,0.01803361069450017,3,0.29314,5
269,MatthewSZhang,0.0009612214261051507,0.0,0.058823529411764705,3,0,0.018031547393971472,3,-0.560125,4
270,williambdean,0.0009607962772002787,0.0,0.058823529411764705,3,0,0.018031377334409522,3,0.165375,4
273,sylvaincom,0.0009582657269919463,0.0,0.058823529411764705,3,0,0.01803036511432619,3,0.3137333333333333,3
278,JayTicku,0.0009502076787338831,0.0,0.058823529411764705,3,0,0.018027141895022965,3,0.5277,3
280,AcylSilane,0.0009495297585948601,0.0,0.058823529411764705,3,0,0.018026870726967355,3,0.66085,6
281,Mi-chael,0.0009430963887453374,0.0,0.058823529411764705,3,0,0.018024297379027547,3,0.49829999999999997,3
282,krstopro,0.0009426482083421718,0.0,0.058823529411764705,3,0,0.018024118106866282,3,0.36634,5
283,luis261,0.0009391778152850441,0.0,0.058823529411764705,3,1,0.018022729949643428,4,0.6343133333333333,15
284,nathan-lindstedt,0.000937627837573165,0.0,0.058823529411764705,3,0,0.01802210995855868,3,0.77336,5
287,Hari-Shankar-Karthik,0.000933031279092691,0.0,0.058823529411764705,3,0,0.01802027133516649,3,0.7924666666666665,3
289,deepyaman,0.0009298344486804988,0.0,0.058823529411764705,3,0,0.01801899260300161,3,0.43647142857142857,7
290,venkyyuvy,0.0009297766097155821,0.0,0.058823529411764705,3,0,0.018018969467415644,3,0.5794666666666667,3
293,yotama2023,0.0009196492700571451,0.0,0.058823529411764705,3,0,0.01801491853155227,3,0.4493,3
295,fabienarnaud,0.0009120464857570467,0.0,0.058823529411764705,3,0,0.01801187741783223,3,0.10330000000000002,4
298,anikchand461,0.0009098356183136398,0.0,0.058823529411764705,3,0,0.018010993070854867,3,0.8287666666666667,9
299,chrimaho,0.0009047087263236821,0.0,0.058823529411764705,3,0,0.018008942314058883,3,0.20456666666666665,3
301,celestinoxp,0.0009021063938827025,0.0051535763284306715,0.0392156862745098,2,1,0.013671621338435223,2,0.25656,5
303,edithatogo,0.0024829864872939864,0.0,0.0392156862745098,2,0,0.012757900477270535,2,0.8399333333333333,3
304,Tialo,0.0009113875711896473,0.0018368985480346723,0.0392156862745098,2,7,0.012680330475239202,4,0.0554525,40
306,sjh0849,0.0019710493830649213,0.0,0.0392156862745098,2,0,0.012553125635578909,2,-0.5546571428571428,7
313,adamjstewart,0.0016661416350623947,0.0,0.0392156862745098,2,1,0.0124311625363779,2,0.43660000000000004,5
317,jshn9710,0.001244356747563793,0.00030670541793423155,0.0392156862745098,2,1,0.012354460206758728,2,0.5454333333333333,3
320,eliegoudout,0.0013790487948274954,0.0,0.0392156862745098,2,0,0.01231632540028394,2,0.4598,10
324,ThorbenMaa,0.0012954585528236824,0.0,0.0392156862745098,2,0,0.012282889303482415,2,0.7612142857142857,7
330,Oddant1,0.0012678862825165678,0.0,0.0392156862745098,2,0,0.012271860395359569,2,-0.18814999999999998,4
332,a-wozniakowski,0.0012465032982697246,1.6228548405455187e-05,0.0392156862745098,2,1,0.012268175766182467,3,0.27026666666666666,3
336,sisird864,0.0009054199034859115,0.0004605860951862011,0.0392156862745098,2,1,0.012265049672303166,3,0.6769,6
337,Innixma,0.001246702393725324,0.0,0.0392156862745098,2,0,0.012263386839843071,2,0.3644,3
341,bykhov,0.0012454070272700536,0.0,0.0392156862745098,2,0,0.012262868693260962,2,0.6344666666666666,3
343,dd1735,0.0012332601973785407,0.0,0.0392156862745098,2,0,0.012258009961304358,2,0.08374999999999999,4
344,s3alfisc,0.0012086088967943121,0.0,0.0392156862745098,2,0,0.012248149441070666,2,0.3439833333333333,6
345,MenaWANG,0.0011919816169784563,0.0,0.0392156862745098,2,0,0.012241498529144324,2,0.6534,5
347,tomarney,0.0011875974138839027,0.0,0.0392156862745098,2,0,0.012239744847906502,2,0.4306666666666667,3
348,brmel,0.0011875974138839027,0.0,0.0392156862745098,2,0,0.012239744847906502,2,-0.43205000000000005,4
350,khteh,0.001156691205219025,0.0,0.0392156862745098,2,0,0.01222738236444055,2,0.07587999999999998,5
355,rangehow,0.0010058792871329904,0.00018351396132116474,0.0392156862745098,2,1,0.012222111785602487,3,0.4156333333333333,3
356,auguste-probabl,0.0011423713397630615,0.0,0.0392156862745098,2,0,0.012221654418258166,2,0.5001666666666668,3
357,jannisborn,0.0011327375331314441,0.0,0.0392156862745098,2,0,0.01221780089560552,2,-0.017944444444444443,9
365,sotagg,0.0009010101228830315,0.0002800136680871279,0.0392156862745098,2,1,0.012209114031932292,3,0.680225,4
367,gweberbv-beep,0.001085724118371015,0.0,0.0392156862745098,2,0,0.012198995529701348,2,0.39225,12
371,diegolovison,0.001060325014912872,0.0,0.0392156862745098,2,0,0.01218883588831809,2,0.15910000000000002,4
372,yotamcons,0.0010555487804479297,0.0,0.0392156862745098,2,0,0.012186925394532113,2,-0.32677142857142855,7
375,jakemdrew,0.001040635985781965,0.0,0.0392156862745098,2,0,0.012180960276665726,2,0.11273333333333334,3
376,tylerjereddy,0.0009509266009308937,0.00011284962291318223,0.0392156862745098,2,1,0.012178931409599253,3,0.16201666666666667,6
378,khoinpd0411,0.001033059679951991,0.0,0.0392156862745098,2,0,0.012177929754333737,2,0.23665,4
380,bdpedigo,0.0010178761707587659,0.0,0.0392156862745098,2,0,0.012171856350656447,2,0.5897666666666667,3
381,pratikgandhic1,0.0010174054873567347,0.0,0.0392156862745098,2,0,0.012171668077295635,2,0.4130666666666667,3
383,catanzaromj,0.001006757144532092,0.0,0.0392156862745098,2,0,0.012167408740165777,2,0.005566666666666646,3
384,jpeaceau,0.0010041664116215516,0.0,0.0392156862745098,2,0,0.012166372447001562,2,0.89825,4
387,step21,0.001002154307565288,0.0,0.0392156862745098,2,0,0.012165567605379056,2,0.11753333333333332,3
391,ThexXTURBOXx,0.0009988073631350461,0.0,0.0392156862745098,2,0,0.01216422882760696,2,0.9200333333333334,3
392,34j,0.0009970819300992955,0.0,0.0392156862745098,2,0,0.01216353865439266,2,0.25370000000000004,4
395,Jakobhenningjensen,0.0009912360586397985,0.0,0.0392156862745098,2,0,0.01216120030580886,2,-0.34092500000000003,4
400,stevendbrown,0.0009849656162414689,0.0,0.0392156862745098,2,0,0.012158692128849529,2,0.8728666666666666,3
402,Gloggglogg,0.0009786098120612623,0.0,0.0392156862745098,2,0,0.012156149807177446,2,-0.17625,4
403,leycec,0.0009751137182400233,0.0,0.0392156862745098,2,0,0.01215475136964895,2,-0.26666666666666666,6
405,lbittarello,0.0009562754756103104,1.5049637666163095e-05,0.0392156862745098,2,1,0.012151730963896915,3,-0.0987,7
406,ChVeen,0.0009389233563041816,3.768227417591824e-05,0.0392156862745098,2,2,0.01215157990712739,3,0.056125,8
407,Somesh140,0.0009656580602564341,0.0,0.0392156862745098,2,0,0.012150969106455514,2,-0.1998,3
409,ekomarova,0.0009637654074343659,0.0,0.0392156862745098,2,0,0.012150212045326687,2,0.0942,3
410,gururgg,0.0009637654074343659,0.0,0.0392156862745098,2,0,0.012150212045326687,2,0.061450000000000005,4
412,GloC99,0.0009635115095505025,0.0,0.0392156862745098,2,0,0.012150110486173142,2,0.28922499999999995,4
